assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_003813145.1	PRJNA224116	SAMN04158294	na	na	na	na	562	562	Escherichia coli	strain=50579417	na	latest	Complete Genome	Major	Full	2018/11/21	ASM381314v1		GCA_003813145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/145/GCF_003813145.1_ASM381314v1	./GCF_003813145.1_ASM381314v1_genomic.fna.gz
GCF_001442495.1	PRJNA224116	SAMN04227566	na	na	na	na	562	562	Escherichia coli	strain=YD786	na	latest	Complete Genome	Major	Full	2015/11/10	ASM144249v1		GCA_001442495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/495/GCF_001442495.1_ASM144249v1	./GCF_001442495.1_ASM144249v1_genomic.fna.gz
GCF_003812625.1	PRJNA224116	SAMN10163231	na	na	na	na	562	562	Escherichia coli	strain=FDAARGOS_536	na	latest	Complete Genome	Major	Full	2018/11/21	ASM381262v1		GCA_003812625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/625/GCF_003812625.1_ASM381262v1	./GCF_003812625.1_ASM381262v1_genomic.fna.gz
GCF_001485455.1	PRJNA224116	SAMN02800875	na	na	na	na	562	562	Escherichia coli	strain=ST648	Pleural Effusion of Patients with Empyema Thoracis	latest	Complete Genome	Major	Full	2016/01/05	ASM148545v1		GCA_001485455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/485/455/GCF_001485455.1_ASM148545v1	./GCF_001485455.1_ASM148545v1_genomic.fna.gz
GCF_001280385.1	PRJNA224116	SAMN04026226	na	na	na	na	562	562	Escherichia coli	strain=SF-166	na	latest	Complete Genome	Major	Full	2015/09/09	ASM128038v1		GCA_001280385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/385/GCF_001280385.1_ASM128038v1	./GCF_001280385.1_ASM128038v1_genomic.fna.gz
GCF_001280345.1	PRJNA224116	SAMN04026228	na	na	na	na	562	562	Escherichia coli	strain=SF-468	na	latest	Complete Genome	Major	Full	2015/09/09	ASM128034v1		GCA_001280345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/345/GCF_001280345.1_ASM128034v1	./GCF_001280345.1_ASM128034v1_genomic.fna.gz
GCF_900618295.1	PRJNA224116	SAMEA4916090	na	na	na	na	562	562	Escherichia coli	na	ecoli019	latest	Complete Genome	Major	Full	2018/11/28	ecoli019		GCA_900618295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/295/GCF_900618295.1_ecoli019	./GCF_900618295.1_ecoli019_genomic.fna.gz
GCF_001566675.1	PRJNA224116	SAMN04381846	na	na	na	na	562	562	Escherichia coli	strain=ZH193	na	latest	Complete Genome	Major	Full	2016/02/23	ASM156667v1		GCA_001566675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/675/GCF_001566675.1_ASM156667v1	./GCF_001566675.1_ASM156667v1_genomic.fna.gz
GCF_001566635.1	PRJNA224116	SAMN04381851	na	na	na	na	562	562	Escherichia coli	strain=G749	na	latest	Complete Genome	Major	Full	2016/02/23	ASM156663v1		GCA_001566635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/635/GCF_001566635.1_ASM156663v1	./GCF_001566635.1_ASM156663v1_genomic.fna.gz
GCF_003856655.1	PRJNA224116	SAMN07760938	na	na	na	na	562	562	Escherichia coli	strain=4/4	na	latest	Complete Genome	Major	Full	2018/12/03	ASM385665v1		GCA_003856655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/856/655/GCF_003856655.1_ASM385665v1	./GCF_003856655.1_ASM385665v1_genomic.fna.gz
GCF_001566615.1	PRJNA224116	SAMN04381849	na	na	na	na	562	562	Escherichia coli	strain=SaT040	na	latest	Complete Genome	Major	Full	2016/02/23	ASM156661v1		GCA_001566615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/615/GCF_001566615.1_ASM156661v1	./GCF_001566615.1_ASM156661v1_genomic.fna.gz
GCF_004006545.1	PRJNA224116	SAMN10667090	na	na	na	na	562	562	Escherichia coli	strain=ECZP248	na	latest	Complete Genome	Major	Full	2019/01/09	ASM400654v1		GCA_004006545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/545/GCF_004006545.1_ASM400654v1	./GCF_004006545.1_ASM400654v1_genomic.fna.gz
GCF_004010695.1	PRJNA224116	SAMN04505650	na	na	na	na	562	562	Escherichia coli	strain=2010C-3142	na	latest	Complete Genome	Major	Full	2019/01/10	ASM401069v1		GCA_004010695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/695/GCF_004010695.1_ASM401069v1	./GCF_004010695.1_ASM401069v1_genomic.fna.gz
GCF_004010615.1	PRJNA224116	SAMN04504881	na	na	na	na	562	562	Escherichia coli	strain=08-3918	na	latest	Complete Genome	Major	Full	2019/01/10	ASM401061v1		GCA_004010615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/615/GCF_004010615.1_ASM401061v1	./GCF_004010615.1_ASM401061v1_genomic.fna.gz
GCF_004011015.1	PRJNA224116	SAMN08222594	na	na	na	na	562	562	Escherichia coli	strain=E-1246	na	latest	Complete Genome	Major	Full	2019/01/10	ASM401101v1		GCA_004011015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/011/015/GCF_004011015.1_ASM401101v1	./GCF_004011015.1_ASM401101v1_genomic.fna.gz
GCF_003971215.1	PRJNA224116	SAMN10606937	na	na	na	na	562	562	Escherichia coli	strain=L37	na	latest	Complete Genome	Major	Full	2018/12/26	ASM397121v1		GCA_003971215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/971/215/GCF_003971215.1_ASM397121v1	./GCF_003971215.1_ASM397121v1_genomic.fna.gz
GCF_900635325.1	PRJNA224116	SAMEA3529258	na	na	na	na	562	562	Escherichia coli	strain=NCTC10444	na	latest	Complete Genome	Major	Full	2018/12/19	41556_D01		GCA_900635325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/325/GCF_900635325.1_41556_D01	./GCF_900635325.1_41556_D01_genomic.fna.gz
GCF_900636215.1	PRJNA224116	SAMEA3446350	na	na	na	na	562	562	Escherichia coli	strain=NCTC9022	na	latest	Complete Genome	Major	Full	2018/12/20	39282_G02		GCA_900636215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/215/GCF_900636215.1_39282_G02	./GCF_900636215.1_39282_G02_genomic.fna.gz
GCF_003966425.1	PRJNA224116	SAMD00129666	na	na	na	na	562	562	Escherichia coli	strain=E2855	na	latest	Complete Genome	Major	Full	2018/07/27	ASM396642v1		GCA_003966425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/425/GCF_003966425.1_ASM396642v1	./GCF_003966425.1_ASM396642v1_genomic.fna.gz
GCF_900635145.1	PRJNA224116	SAMEA3376909	na	na	na	na	562	562	Escherichia coli	strain=NCTC9066	na	latest	Complete Genome	Major	Full	2018/12/19	38490_G02		GCA_900635145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/145/GCF_900635145.1_38490_G02	./GCF_900635145.1_38490_G02_genomic.fna.gz
GCF_900636055.1	PRJNA224116	SAMEA3368339	na	na	na	na	562	562	Escherichia coli	strain=NCTC11121	na	latest	Complete Genome	Major	Full	2018/12/20	38656_H02		GCA_900636055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/055/GCF_900636055.1_38656_H02	./GCF_900636055.1_38656_H02_genomic.fna.gz
GCF_001644745.1	PRJNA224116	SAMN04851091	na	na	na	na	562	562	Escherichia coli	strain=2013C-4465	na	latest	Complete Genome	Major	Full	2016/05/16	ASM164474v1		GCA_001644745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/745/GCF_001644745.1_ASM164474v1	./GCF_001644745.1_ASM164474v1_genomic.fna.gz
GCF_001617565.1	PRJNA224116	SAMN04621897	na	na	na	na	562	562	Escherichia coli	strain=Ecol_732	na	latest	Complete Genome	Major	Full	2016/04/08	ASM161756v1		GCA_001617565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/617/565/GCF_001617565.1_ASM161756v1	./GCF_001617565.1_ASM161756v1_genomic.fna.gz
GCF_001618365.1	PRJNA224116	SAMN04590097	na	na	na	na	562	562	Escherichia coli	strain=Ecol_448	na	latest	Complete Genome	Major	Full	2016/04/11	ASM161836v1		GCA_001618365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/365/GCF_001618365.1_ASM161836v1	./GCF_001618365.1_ASM161836v1_genomic.fna.gz
GCF_001660565.1	PRJNA224116	SAMN05190012	na	na	na	na	562	562	Escherichia coli	strain=S51	na	latest	Complete Genome	Major	Full	2016/06/09	ASM166056v1		GCA_001660565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/565/GCF_001660565.1_ASM166056v1	./GCF_001660565.1_ASM166056v1_genomic.fna.gz
GCF_001678925.1	PRJNA224116	SAMN03768474	na	na	na	na	562	562	Escherichia coli	strain=H1827/12	na	latest	Complete Genome	Major	Full	2016/07/05	ASM167892v1		GCA_001678925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/925/GCF_001678925.1_ASM167892v1	./GCF_001678925.1_ASM167892v1_genomic.fna.gz
GCF_004088295.1	PRJNA224116	SAMN10743440	na	na	na	na	562	562	Escherichia coli	strain=EC25	na	latest	Complete Genome	Major	Full	2019/01/21	ASM408829v1		GCA_004088295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/088/295/GCF_004088295.1_ASM408829v1	./GCF_004088295.1_ASM408829v1_genomic.fna.gz
GCF_001693315.1	PRJNA224116	SAMN05392487	na	na	na	na	562	562	Escherichia coli	strain=UPEC 26-1	na	latest	Complete Genome	Major	Full	2016/07/25	ASM169331v1		GCA_001693315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/315/GCF_001693315.1_ASM169331v1	./GCF_001693315.1_ASM169331v1_genomic.fna.gz
GCF_001644725.1	PRJNA224116	SAMN04851092	na	na	na	na	562	562	Escherichia coli	strain=2011C-3911	na	latest	Complete Genome	Major	Full	2016/05/16	ASM164472v1		GCA_001644725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/725/GCF_001644725.1_ASM164472v1	./GCF_001644725.1_ASM164472v1_genomic.fna.gz
GCF_001693635.1	PRJNA224116	SAMN05407982	na	na	na	na	562	562	Escherichia coli	strain=O177:H21	na	latest	Complete Genome	Major	Full	2016/07/26	ASM169363v1		GCA_001693635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/635/GCF_001693635.1_ASM169363v1	./GCF_001693635.1_ASM169363v1_genomic.fna.gz
GCF_004114395.1	PRJNA224116	SAMN10535911	na	na	na	na	562	562	Escherichia coli	strain=RS571	na	latest	Complete Genome	Major	Full	2019/01/25	ASM411439v1		GCA_004114395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/395/GCF_004114395.1_ASM411439v1	./GCF_004114395.1_ASM411439v1_genomic.fna.gz
GCF_004135165.1	PRJNA224116	SAMN10817700	na	na	na	na	562	562	Escherichia coli	strain=U13A	na	latest	Complete Genome	Major	Full	2019/02/03	ASM413516v1		GCA_004135165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/165/GCF_004135165.1_ASM413516v1	./GCF_004135165.1_ASM413516v1_genomic.fna.gz
GCF_004135855.1	PRJNA224116	SAMN08450093	na	na	na	na	562	562	Escherichia coli	strain=FORC_082	na	latest	Complete Genome	Major	Full	2019/02/04	ASM413585v1		GCA_004135855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/855/GCF_004135855.1_ASM413585v1	./GCF_004135855.1_ASM413585v1_genomic.fna.gz
GCF_001612495.1	PRJNA224116	SAMN04202539	na	na	na	na	562	562	Escherichia coli	strain=SRCC 1675	na	latest	Complete Genome	Major	Full	2016/04/06	ASM161249v1		GCA_001612495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/495/GCF_001612495.1_ASM161249v1	./GCF_001612495.1_ASM161249v1_genomic.fna.gz
GCF_001677515.1	PRJNA224116	SAMN02688213	na	na	na	na	562	562	Escherichia coli	strain=08-00022	na	latest	Complete Genome	Major	Full	2016/07/01	ASM167751v1		GCA_001677515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/515/GCF_001677515.1_ASM167751v1	./GCF_001677515.1_ASM167751v1_genomic.fna.gz
GCF_001677495.1	PRJNA224116	SAMN02808333	na	na	na	na	562	562	Escherichia coli	strain=09-00049	na	latest	Complete Genome	Major	Full	2016/07/01	ASM167749v1		GCA_001677495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/495/GCF_001677495.1_ASM167749v1	./GCF_001677495.1_ASM167749v1_genomic.fna.gz
GCF_001679985.1	PRJNA224116	SAMN05177221	na	na	na	na	562	562	Escherichia coli	strain=210205630	210205630	latest	Complete Genome	Major	Full	2016/07/06	ASM167998v1		GCA_001679985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/985/GCF_001679985.1_ASM167998v1	./GCF_001679985.1_ASM167998v1_genomic.fna.gz
GCF_001721125.1	PRJNA224116	SAMN04026657	na	na	na	na	562	562	Escherichia coli	strain=FORC_028	na	latest	Complete Genome	Major	Full	2016/09/07	ASM172112v1		GCA_001721125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/125/GCF_001721125.1_ASM172112v1	./GCF_001721125.1_ASM172112v1_genomic.fna.gz
GCF_001663475.1	PRJNA224116	SAMN03455974	na	na	na	na	562	562	Escherichia coli	strain=Eco889	na	latest	Complete Genome	Major	Full	2016/06/16	ASM166347v1		GCA_001663475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/475/GCF_001663475.1_ASM166347v1	./GCF_001663475.1_ASM166347v1_genomic.fna.gz
GCF_001618345.2	PRJNA224116	SAMN04590095	na	na	na	na	562	562	Escherichia coli	strain=Ecol_745	na	latest	Complete Genome	Major	Full	2016/07/12	ASM161834v2		GCA_001618345.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/345/GCF_001618345.2_ASM161834v2	./GCF_001618345.2_ASM161834v2_genomic.fna.gz
GCF_001683435.1	PRJNA224116	SAMN05291917	na	na	na	na	562	562	Escherichia coli	strain=K-15KW01	na	latest	Complete Genome	Major	Full	2016/07/11	ASM168343v1		GCA_001683435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/435/GCF_001683435.1_ASM168343v1	./GCF_001683435.1_ASM168343v1_genomic.fna.gz
GCF_900092615.1	PRJNA224116	SAMEA3988096	na	na	na	na	562	562	Escherichia coli	na	NCTC86EC	latest	Complete Genome	Major	Full	2016/07/21	PRJEB14041		GCA_900092615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/092/615/GCF_900092615.1_PRJEB14041	./GCF_900092615.1_PRJEB14041_genomic.fna.gz
GCF_003956365.1	PRJNA224116	SAMN08161318	na	na	na	na	562	562	Escherichia coli	strain=602354	na	latest	Complete Genome	Major	Full	2018/12/19	ASM395636v1		GCA_003956365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/956/365/GCF_003956365.1_ASM395636v1	./GCF_003956365.1_ASM395636v1_genomic.fna.gz
GCF_900622655.1	PRJNA224116	SAMEA5128442	na	na	na	na	562	562	Escherichia coli	strain=MS14385	MS14385	latest	Complete Genome	Major	Full	2019/01/10	MS14385		GCA_900622655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/622/655/GCF_900622655.1_MS14385	./GCF_900622655.1_MS14385_genomic.fna.gz
GCF_900622665.1	PRJNA224116	SAMEA5128443	na	na	na	na	562	562	Escherichia coli	strain=MS14386	MS14386	latest	Complete Genome	Major	Full	2019/01/10	MS14386		GCA_900622665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/622/665/GCF_900622665.1_MS14386	./GCF_900622665.1_MS14386_genomic.fna.gz
GCF_001735705.1	PRJNA224116	SAMN05346848	na	na	na	na	562	562	Escherichia coli	strain=210221272	na	latest	Complete Genome	Major	Full	2016/09/20	ASM173570v1		GCA_001735705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/705/GCF_001735705.1_ASM173570v1	./GCF_001735705.1_ASM173570v1_genomic.fna.gz
GCF_001750845.1	PRJNA224116	SAMN04209666	na	na	na	na	562	562	Escherichia coli	strain=FORC_031	na	latest	Complete Genome	Major	Full	2016/10/03	ASM175084v1		GCA_001750845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/845/GCF_001750845.1_ASM175084v1	./GCF_001750845.1_ASM175084v1_genomic.fna.gz
GCF_004135815.1	PRJNA224116	SAMN10531954	na	na	na	na	562	562	Escherichia coli	strain=CRE10	na	latest	Complete Genome	Major	Full	2019/02/04	ASM413581v1		GCA_004135815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/815/GCF_004135815.1_ASM413581v1	./GCF_004135815.1_ASM413581v1_genomic.fna.gz
GCF_004135915.1	PRJNA224116	SAMN10836813	na	na	na	na	562	562	Escherichia coli	strain=U14A	na	latest	Complete Genome	Major	Full	2019/02/04	ASM413591v1		GCA_004135915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/915/GCF_004135915.1_ASM413591v1	./GCF_004135915.1_ASM413591v1_genomic.fna.gz
GCF_004135775.1	PRJNA224116	SAMN10531472	na	na	na	na	562	562	Escherichia coli	strain=CRE1	na	latest	Complete Genome	Major	Full	2019/02/04	ASM413577v1		GCA_004135775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/775/GCF_004135775.1_ASM413577v1	./GCF_004135775.1_ASM413577v1_genomic.fna.gz
GCF_004295365.1	PRJNA224116	SAMN10956393	na	na	na	na	562	562	Escherichia coli	strain=WCHEC025970	na	latest	Complete Genome	Major	Full	2019/02/25	ASM429536v1		GCA_004295365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/365/GCF_004295365.1_ASM429536v1	./GCF_004295365.1_ASM429536v1_genomic.fna.gz
GCF_004299805.1	PRJNA224116	SAMN10879429	na	na	na	na	562	562	Escherichia coli	strain=S65EC	na	latest	Complete Genome	Major	Full	2019/02/26	ASM429980v1		GCA_004299805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/299/805/GCF_004299805.1_ASM429980v1	./GCF_004299805.1_ASM429980v1_genomic.fna.gz
GCF_001860505.1	PRJNA224116	SAMN04299569	na	na	na	na	562	562	Escherichia coli	strain=Y5	na	latest	Complete Genome	Major	Full	2016/11/01	ASM186050v1		GCA_001860505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/860/505/GCF_001860505.1_ASM186050v1	./GCF_001860505.1_ASM186050v1_genomic.fna.gz
GCF_001806285.1	PRJNA224116	SAMN05729956	na	na	na	na	562	562	Escherichia coli	strain=NADC 5570/86-24/6564	wild type	latest	Complete Genome	Major	Full	2016/10/21	ASM180628v1		GCA_001806285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/285/GCF_001806285.1_ASM180628v1	./GCF_001806285.1_ASM180628v1_genomic.fna.gz
GCF_001806265.1	PRJNA224116	SAMN05729957	na	na	na	na	562	562	Escherichia coli	strain=NADC 5570/86-24/6565	mutant	latest	Complete Genome	Major	Full	2016/10/21	ASM180626v1		GCA_001806265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/265/GCF_001806265.1_ASM180626v1	./GCF_001806265.1_ASM180626v1_genomic.fna.gz
GCF_900520305.1	PRJNA224116	SAMEA4830523	na	na	na	na	562	562	Escherichia coli	na	Escherichia coli str. TO73	latest	Complete Genome	Major	Full	2019/01/29	ASM90052030v1		GCA_900520305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/520/305/GCF_900520305.1_ASM90052030v1	./GCF_900520305.1_ASM90052030v1_genomic.fna.gz
GCF_900520285.1	PRJNA224116	SAMEA4830525	na	na	na	na	562	562	Escherichia coli	na	Escherichia coli str. TO6	latest	Complete Genome	Major	Full	2019/01/29	ASM90052028v1		GCA_900520285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/520/285/GCF_900520285.1_ASM90052028v1	./GCF_900520285.1_ASM90052028v1_genomic.fna.gz
GCF_004328685.1	PRJNA224116	SAMN10768946	na	na	na	na	562	562	Escherichia coli	strain=D72	na	latest	Complete Genome	Major	Full	2019/03/06	ASM432868v1		GCA_004328685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/685/GCF_004328685.1_ASM432868v1	./GCF_004328685.1_ASM432868v1_genomic.fna.gz
GCF_004358405.1	PRJNA224116	SAMN10604454	na	na	na	na	562	562	Escherichia coli	strain=CFSAN027343	na	latest	Complete Genome	Major	Full	2019/03/20	ASM435840v1		GCA_004358405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/405/GCF_004358405.1_ASM435840v1	./GCF_004358405.1_ASM435840v1_genomic.fna.gz
GCF_001886555.1	PRJNA224116	SAMN06029895	na	na	na	na	562	562	Escherichia coli	strain=MRSN346638	na	latest	Complete Genome	Major	Full	2016/11/28	ASM188655v1		GCA_001886555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/555/GCF_001886555.1_ASM188655v1	./GCF_001886555.1_ASM188655v1_genomic.fna.gz
GCF_001886755.1	PRJNA224116	SAMN06029894	na	na	na	na	562	562	Escherichia coli	strain=MRSN346595	na	latest	Complete Genome	Major	Full	2016/11/28	ASM188675v1		GCA_001886755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/755/GCF_001886755.1_ASM188675v1	./GCF_001886755.1_ASM188675v1_genomic.fna.gz
GCF_001890365.1	PRJNA224116	SAMN06067968	na	na	na	na	562	562	Escherichia coli	strain=MRSN346647	na	latest	Complete Genome	Major	Full	2016/12/07	ASM189036v1		GCA_001890365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/365/GCF_001890365.1_ASM189036v1	./GCF_001890365.1_ASM189036v1_genomic.fna.gz
GCF_001890265.1	PRJNA224116	SAMN05544765	na	na	na	na	562	562	Escherichia coli	strain=350	na	latest	Complete Genome	Major	Full	2016/12/07	ASM189026v1		GCA_001890265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/265/GCF_001890265.1_ASM189026v1	./GCF_001890265.1_ASM189026v1_genomic.fna.gz
GCF_001890305.1	PRJNA224116	SAMN05544762	na	na	na	na	562	562	Escherichia coli	strain=7784	na	latest	Complete Genome	Major	Full	2016/12/07	ASM189030v1		GCA_001890305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/305/GCF_001890305.1_ASM189030v1	./GCF_001890305.1_ASM189030v1_genomic.fna.gz
GCF_001901445.1	PRJNA224116	SAMN03252458	na	na	na	na	562	562	Escherichia coli	strain=S56	na	latest	Complete Genome	Major	Full	2016/12/12	ASM190144v1		GCA_001901445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/445/GCF_001901445.1_ASM190144v1	./GCF_001901445.1_ASM190144v1_genomic.fna.gz
GCF_900520385.1	PRJNA224116	SAMEA4830819	na	na	na	na	562	562	Escherichia coli	na	Escherichia coli str. 3426	latest	Complete Genome	Major	Full	2019/01/29	ASM90052038v1		GCA_900520385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/520/385/GCF_900520385.1_ASM90052038v1	./GCF_900520385.1_ASM90052038v1_genomic.fna.gz
GCF_900497485.1	PRJNA224116	SAMEA4786454	na	na	na	na	562	562	Escherichia coli	na	EC-1639	latest	Complete Genome	Major	Full	2019/01/29	ASM90049748v1		GCA_900497485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/497/485/GCF_900497485.1_ASM90049748v1	./GCF_900497485.1_ASM90049748v1_genomic.fna.gz
GCF_001888075.1	PRJNA224116	SAMN05945146	na	na	na	na	562	562	Escherichia coli	strain=FMU073332	na	latest	Complete Genome	Major	Full	2016/12/02	ASM188807v1		GCA_001888075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/075/GCF_001888075.1_ASM188807v1	./GCF_001888075.1_ASM188807v1_genomic.fna.gz
GCF_001900435.1	PRJNA224116	SAMN03252433	na	na	na	na	562	562	Escherichia coli	strain=H6	na	latest	Complete Genome	Major	Full	2016/12/12	ASM190043v1		GCA_001900435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/435/GCF_001900435.1_ASM190043v1	./GCF_001900435.1_ASM190043v1_genomic.fna.gz
GCF_001900455.1	PRJNA224116	SAMN03252434	na	na	na	na	562	562	Escherichia coli	strain=H7	na	latest	Complete Genome	Major	Full	2016/12/12	ASM190045v1		GCA_001900455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/455/GCF_001900455.1_ASM190045v1	./GCF_001900455.1_ASM190045v1_genomic.fna.gz
GCF_001900675.1	PRJNA224116	SAMN03252423	na	na	na	na	562	562	Escherichia coli	strain=D5	na	latest	Complete Genome	Major	Full	2016/12/12	ASM190067v1		GCA_001900675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/675/GCF_001900675.1_ASM190067v1	./GCF_001900675.1_ASM190067v1_genomic.fna.gz
GCF_001900925.1	PRJNA224116	SAMN03252452	na	na	na	na	562	562	Escherichia coli	strain=S21	na	latest	Complete Genome	Major	Full	2016/12/12	ASM190092v1		GCA_001900925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/925/GCF_001900925.1_ASM190092v1	./GCF_001900925.1_ASM190092v1_genomic.fna.gz
