"Gene","Non-unique Gene name","No. isolates","No. sequences"
"SRR3195840_complete_genome_CDS_2441","persistent","175","355"
"SRR3195840_complete_genome_CDS_2473","persistent","175","175"
"SRR3195840_complete_genome_CDS_2505","shell","161","161"
"SRR3195840_complete_genome_CDS_2537","persistent","175","175"
"SRR3195840_complete_genome_CDS_2569","persistent","175","175"
"SRR3195840_complete_genome_CDS_2601","persistent","175","175"
"SRR3195840_complete_genome_CDS_2633","persistent","175","1441"
"SRR3195840_complete_genome_CDS_2665","shell","49","49"
"SRR3195840_complete_genome_CDS_2729","persistent","175","175"
"SRR3195840_complete_genome_CDS_2761","persistent","175","175"
"SRR3195840_complete_genome_CDS_2857","persistent","175","176"
"SRR3195840_complete_genome_CDS_2890","persistent","175","176"
"SRR3195840_complete_genome_CDS_2922","persistent","175","176"
"SRR3195840_complete_genome_CDS_2954","persistent","175","352"
"SRR3195840_complete_genome_CDS_2986","persistent","175","350"
"SRR3195840_complete_genome_CDS_3018","shell","171","179"
"SRR3195840_complete_genome_CDS_3050","persistent","175","683"
"SRR3195840_complete_genome_CDS_3114","persistent","175","175"
"SRR3195840_complete_genome_CDS_3146","persistent","175","175"
"SRR3195840_complete_genome_CDS_3178","persistent","175","175"
"SRR3195840_complete_genome_CDS_3210","shell","155","157"
"SRR3195840_complete_genome_CDS_3242","persistent","172","181"
"SRR3195840_complete_genome_CDS_3274","persistent","172","172"
"SRR3195840_complete_genome_CDS_3306","persistent","175","175"
"SRR3195840_complete_genome_CDS_3338","shell","92","100"
"SRR3195840_complete_genome_CDS_3370","shell","145","187"
"SRR3195840_complete_genome_CDS_3402","shell","56","59"
"SRR3195840_complete_genome_CDS_3434","persistent","175","175"
"SRR3195840_complete_genome_CDS_3466","persistent","175","1399"
"SRR3195840_complete_genome_CDS_3498","persistent","175","175"
"SRR3195840_complete_genome_CDS_3530","persistent","175","175"
"SRR3195840_complete_genome_CDS_3562","persistent","175","175"
"SRR3195840_complete_genome_CDS_3594","persistent","175","175"
"SRR3195840_complete_genome_CDS_3626","persistent","175","175"
"SRR3195840_complete_genome_CDS_3658","persistent","175","175"
"SRR3195840_complete_genome_CDS_3690","persistent","175","175"
"SRR3195840_complete_genome_CDS_3722","shell","165","166"
"SRR3195840_complete_genome_CDS_3754","persistent","175","175"
"SRR3195840_complete_genome_CDS_3786","persistent","175","175"
"SRR3195840_complete_genome_CDS_3818","persistent","175","175"
"SRR3195840_complete_genome_CDS_3850","persistent","175","175"
"SRR3195840_complete_genome_CDS_3882","persistent","175","175"
"SRR3195840_complete_genome_CDS_3914","persistent","175","175"
"SRR3195840_complete_genome_CDS_3946","persistent","175","175"
"SRR3195840_complete_genome_CDS_3978","persistent","175","175"
"SRR3195840_complete_genome_CDS_4010","persistent","175","176"
"SRR3195840_complete_genome_CDS_4042","persistent","175","176"
"SRR3195840_complete_genome_CDS_4074","persistent","175","175"
"SRR3195840_complete_genome_CDS_4106","persistent","175","175"
"SRR3195840_complete_genome_CDS_4138","persistent","175","175"
"SRR3195840_complete_genome_CDS_4170","persistent","172","172"
"SRR3195840_complete_genome_CDS_4202","persistent","172","172"
"SRR3195840_complete_genome_CDS_4234","persistent","175","176"
"SRR15376146_complete_genome_CDS_2754","shell","169","171"
"SRR15376146_complete_genome_CDS_2882","persistent","175","176"
"SRR15376146_complete_genome_CDS_2946","persistent","175","175"
"SRR15376146_complete_genome_CDS_3042","persistent","175","176"
"SRR15376146_complete_genome_CDS_3075","shell","112","113"
"SRR15376146_complete_genome_CDS_3363","shell","110","112"
"SRR15376146_complete_genome_CDS_3587","persistent","175","175"
"SRR15376146_complete_genome_CDS_3619","persistent","175","176"
"SRR15376146_complete_genome_CDS_3651","persistent","175","175"
"SRR15376146_complete_genome_CDS_4355","persistent","175","175"
"SRR15376146_complete_genome_CDS_4387","persistent","175","176"
"SRR15277995_complete_genome_CDS_4900","persistent","175","175"
"SRR15277995_complete_genome_CDS_5156","persistent","175","175"
"SRR15277995_complete_genome_CDS_5189","persistent","175","175"
"SRR15277995_complete_genome_CDS_5222","persistent","175","176"
"SRR15277995_complete_genome_CDS_5254","persistent","175","175"
"SRR15277995_complete_genome_CDS_5286","persistent","175","176"
"SRR15277995_complete_genome_CDS_5318","persistent","175","175"
"SRR15277995_complete_genome_CDS_5351","persistent","175","176"
"SRR15277995_complete_genome_CDS_5383","persistent","175","175"
"SRR15277995_complete_genome_CDS_5415","persistent","175","176"
"SRR1714120_complete_genome_CDS_0024","shell","103","124"
"SRR1714120_complete_genome_CDS_0088","persistent","175","175"
"SRR1714120_complete_genome_CDS_0824","persistent","175","175"
"SRR1714120_complete_genome_CDS_0888","persistent","175","175"
"SRR1714120_complete_genome_CDS_0952","persistent","175","175"
"SRR1714120_complete_genome_CDS_1017","persistent","175","175"
"SRR1714120_complete_genome_CDS_1049","persistent","175","175"
"SRR1714120_complete_genome_CDS_1081","persistent","175","175"
"SRR1714120_complete_genome_CDS_1113","persistent","175","175"
"SRR1714120_complete_genome_CDS_1145","persistent","175","175"
"SRR1714120_complete_genome_CDS_1177","persistent","175","175"
"SRR1714120_complete_genome_CDS_1209","persistent","175","175"
"SRR1714120_complete_genome_CDS_1241","persistent","175","175"
"SRR1714120_complete_genome_CDS_1273","persistent","175","176"
"SRR1714120_complete_genome_CDS_1305","persistent","174","174"
"SRR1714120_complete_genome_CDS_1337","persistent","175","175"
"SRR1714120_complete_genome_CDS_1401","persistent","175","175"
"SRR1714120_complete_genome_CDS_1433","persistent","175","175"
"SRR1714120_complete_genome_CDS_1497","persistent","175","175"
"SRR1714120_complete_genome_CDS_1561","persistent","175","175"
"SRR1714120_complete_genome_CDS_1594","persistent","175","175"
"SRR1714120_complete_genome_CDS_1627","persistent","175","175"
"SRR1714120_complete_genome_CDS_1756","persistent","175","177"
"SRR1714120_complete_genome_CDS_1788","persistent","175","177"
"SRR1714120_complete_genome_CDS_1821","persistent","175","175"
"SRR1714120_complete_genome_CDS_2013","persistent","175","175"
"SRR1714120_complete_genome_CDS_2045","persistent","175","175"
"SRR1714120_complete_genome_CDS_2077","persistent","175","176"
"SRR1714120_complete_genome_CDS_2109","persistent","175","350"
"SRR1714120_complete_genome_CDS_2141","persistent","175","175"
"SRR1714120_complete_genome_CDS_2173","persistent","175","175"
"SRR1714120_complete_genome_CDS_2205","persistent","175","175"
"SRR1714120_complete_genome_CDS_2237","persistent","175","175"
"SRR1714120_complete_genome_CDS_2269","persistent","175","175"
"SRR1714120_complete_genome_CDS_2301","persistent","175","175"
"SRR1714120_complete_genome_CDS_2333","persistent","175","175"
"SRR1714120_complete_genome_CDS_2367","persistent","175","175"
"SRR1714120_complete_genome_CDS_2399","persistent","175","175"
"SRR1714120_complete_genome_CDS_2431","persistent","175","175"
"SRR1714120_complete_genome_CDS_2495","persistent","173","173"
"SRR1714120_complete_genome_CDS_2527","persistent","175","175"
"SRR15415539_complete_genome_CDS_0150","persistent","175","175"
"SRR15415539_complete_genome_CDS_0182","persistent","175","175"
"SRR15415539_complete_genome_CDS_0214","persistent","175","175"
"SRR15415539_complete_genome_CDS_0246","persistent","175","175"
"SRR15415539_complete_genome_CDS_0278","persistent","173","174"
"SRR15415539_complete_genome_CDS_0310","persistent","175","350"
"SRR15415539_complete_genome_CDS_0342","persistent","175","175"
"SRR15415539_complete_genome_CDS_0374","persistent","175","175"
"SRR15415539_complete_genome_CDS_0406","persistent","175","175"
"SRR15415539_complete_genome_CDS_0438","persistent","175","175"
"SRR15415539_complete_genome_CDS_0470","persistent","175","175"
"SRR15415539_complete_genome_CDS_0502","persistent","175","175"
"SRR15415539_complete_genome_CDS_0536","persistent","175","175"
"SRR15415539_complete_genome_CDS_0568","persistent","175","175"
"SRR15415539_complete_genome_CDS_0600","persistent","175","175"
"SRR15415539_complete_genome_CDS_0632","persistent","175","175"
"SRR15415539_complete_genome_CDS_0664","persistent","175","175"
"SRR15415539_complete_genome_CDS_0696","persistent","175","175"
"SRR15415539_complete_genome_CDS_0728","persistent","175","175"
"SRR15415539_complete_genome_CDS_0760","persistent","175","175"
"SRR15415539_complete_genome_CDS_0792","persistent","175","175"
"SRR15415539_complete_genome_CDS_0824","persistent","175","179"
"SRR15415539_complete_genome_CDS_0856","persistent","175","175"
"SRR15415539_complete_genome_CDS_1209","persistent","175","175"
"SRR15415539_complete_genome_CDS_1242","persistent","175","175"
"SRR15415539_complete_genome_CDS_1274","persistent","175","175"
"SRR15415539_complete_genome_CDS_1306","persistent","175","175"
"SRR15415539_complete_genome_CDS_1338","persistent","175","175"
"SRR15415539_complete_genome_CDS_1370","persistent","175","176"
"SRR15415539_complete_genome_CDS_1402","persistent","175","175"
"SRR15415539_complete_genome_CDS_1434","persistent","174","174"
"SRR15415539_complete_genome_CDS_1466","persistent","175","177"
"SRR15415539_complete_genome_CDS_1498","persistent","175","175"
"SRR15415539_complete_genome_CDS_1530","persistent","174","174"
"SRR15415539_complete_genome_CDS_1562","persistent","175","175"
"SRR15415539_complete_genome_CDS_1755","persistent","175","181"
"SRR15415539_complete_genome_CDS_1851","persistent","175","175"
"SRR15415539_complete_genome_CDS_1947","persistent","174","174"
"SRR14419375_complete_genome_CDS_1430","persistent","173","173"
"SRR14419375_complete_genome_CDS_1558","persistent","175","175"
"SRR14419375_complete_genome_CDS_1590","persistent","175","175"
"SRR14419375_complete_genome_CDS_1622","persistent","175","175"
"SRR14419375_complete_genome_CDS_1654","persistent","175","175"
"SRR14419375_complete_genome_CDS_1782","shell","63","67"
"SRR14419375_complete_genome_CDS_2070","persistent","175","175"
"SRR14419375_complete_genome_CDS_2550","shell","154","155"
"SRR14419375_complete_genome_CDS_2838","persistent","175","175"
"SRR14419375_complete_genome_CDS_3479","persistent","175","175"
"SRR14419375_complete_genome_CDS_3511","persistent","175","175"
"SRR14419375_complete_genome_CDS_3735","persistent","175","175"
"SRR25551086_complete_genome_CDS_3937","persistent","175","175"
"SRR6929634_complete_genome_CDS_0174","persistent","175","175"
"SRR6929634_complete_genome_CDS_0784","persistent","175","175"
"SRR6929634_complete_genome_CDS_0816","persistent","175","175"
"SRR4301521_complete_genome_CDS_4811","persistent","175","175"
"SRR4301521_complete_genome_CDS_4843","shell","61","68"
"SRR4301521_complete_genome_CDS_5488","shell","16","16"
"SRR6929621_complete_genome_CDS_0742","persistent","175","175"
"SRR6929621_complete_genome_CDS_0774","persistent","175","175"
"SRR15415547_complete_genome_CDS_0819","persistent","175","176"
"SRR15415547_complete_genome_CDS_1781","shell","63","67"
"SRR15415547_complete_genome_CDS_2677","persistent","175","175"
"SRR15415547_complete_genome_CDS_2709","persistent","175","175"
"SRR15415622_complete_genome_CDS_3315","persistent","173","173"
"SRR15415622_complete_genome_CDS_3347","shell","45","48"
"SRR15415622_complete_genome_CDS_4275","shell","112","116"
"DRR381740_complete_genome_CDS_1604","shell","112","113"
"DRR381740_complete_genome_CDS_3141","shell","17","17"
"DRR381740_complete_genome_CDS_3237","persistent","175","175"
"DRR381740_complete_genome_CDS_3365","persistent","175","175"
"DRR381740_complete_genome_CDS_3398","persistent","175","175"
"SRR6118141_complete_genome_CDS_4193","persistent","175","175"
"SRR6929604_complete_genome_CDS_0846","persistent","175","175"
"SRR6929604_complete_genome_CDS_2321","persistent","175","175"
"SRR6929604_complete_genome_CDS_2353","persistent","175","175"
"SRR6929604_complete_genome_CDS_2897","persistent","175","176"
"SRR6929604_complete_genome_CDS_2930","shell","98","99"
"DRR381743_complete_genome_CDS_1394","shell","11","11"
"DRR381743_complete_genome_CDS_2387","shell","131","185"
"DRR381743_complete_genome_CDS_2515","persistent","173","173"
"DRR381743_complete_genome_CDS_2899","shell","13","13"
"SRR941218_complete_genome_CDS_4492","persistent","175","175"
"SRR941218_complete_genome_CDS_4524","persistent","175","175"
"SRR941218_complete_genome_CDS_4556","persistent","175","175"
"SRR941218_complete_genome_CDS_4588","persistent","175","175"
"SRR941218_complete_genome_CDS_4620","persistent","175","175"
"SRR6118142_complete_genome_CDS_1515","shell","102","109"
"SRR6118142_complete_genome_CDS_1547","shell","37","41"
"SRR6118142_complete_genome_CDS_1899","shell","63","67"
"SRR6118142_complete_genome_CDS_2091","persistent","174","174"
"SRR6929607_complete_genome_CDS_0346","persistent","175","175"
"SRR6929607_complete_genome_CDS_1791","persistent","175","175"
"SRR6929607_complete_genome_CDS_1823","persistent","175","175"
"SRR6929623_complete_genome_CDS_4752","shell","8","9"
"SRR6929625_complete_genome_CDS_4164","shell","49","49"
"SRR6929625_complete_genome_CDS_4196","shell","55","58"
"DRR381635_complete_genome_CDS_0591","persistent","175","175"
"DRR381635_complete_genome_CDS_0623","persistent","175","175"
"DRR381635_complete_genome_CDS_0655","persistent","175","175"
"DRR381635_complete_genome_CDS_0687","persistent","175","175"
"DRR381635_complete_genome_CDS_0719","shell","42","42"
"DRR381635_complete_genome_CDS_1231","cloud","5","5"
"DRR381635_complete_genome_CDS_1263","cloud","1","1"
"DRR381635_complete_genome_CDS_2992","shell","21","21"
"SRR15415574_complete_genome_CDS_2632","shell","10","10"
"SRR4301514_complete_genome_CDS_5353","cloud","3","3"
"SRR4301514_complete_genome_CDS_5449","cloud","3","3"
"SRR4301514_complete_genome_CDS_5481","cloud","3","3"
"SRR4301521_complete_genome_CDS_4844","shell","61","68"
"SRR4301521_complete_genome_CDS_5489","shell","16","16"
"SRR3180501_complete_genome_CDS_2002","shell","24","24"
"SRR4301513_complete_genome_CDS_0162","shell","24","24"
"SRR4301555_complete_genome_CDS_0162","shell","22","22"
"DRR381701_complete_genome_CDS_5379","shell","16","18"
"SRR15415624_complete_genome_CDS_5428","cloud","5","5"
"SRR15415624_complete_genome_CDS_5492","cloud","5","5"
"SRR15376154_complete_genome_CDS_1473","shell","29","30"
"SRR14419381_complete_genome_CDS_5109","cloud","1","1"
"SRR8192791_complete_genome_CDS_0701","shell","57","57"
"SRR15376145_complete_genome_CDS_1461","shell","29","29"
"SRR2914455_complete_genome_CDS_1022","cloud","7","7"
"SRR2914455_complete_genome_CDS_1182","persistent","175","332"
"SRR15415574_complete_genome_CDS_2857","cloud","1","1"
"SRR2914453_complete_genome_CDS_0998","cloud","6","6"
"SRR2914453_complete_genome_CDS_1030","cloud","7","7"
"SRR5870510_complete_genome_CDS_0969","shell","49","51"
"SRR427084_complete_genome_CDS_3656","cloud","1","1"
"SRR427084_complete_genome_CDS_3689","cloud","1","1"
"DRR381601_complete_genome_CDS_0931","persistent","175","177"
"SRR15415542_complete_genome_CDS_1463","shell","44","44"
"SRR15415613_complete_genome_CDS_3208","persistent","175","351"
"SRR15415613_complete_genome_CDS_5325","cloud","3","3"
"SRR15415613_complete_genome_CDS_5357","cloud","3","3"
"SRR15415613_complete_genome_CDS_5389","cloud","3","3"
"SRR15415613_complete_genome_CDS_5453","cloud","3","3"
"SRR2914453_complete_genome_CDS_0999","cloud","6","6"
"SRR2914453_complete_genome_CDS_1031","cloud","7","7"
"DRR381701_complete_genome_CDS_5381","shell","22","23"
"SRR3195841_complete_genome_CDS_4185","cloud","7","7"
"SRR15415556_complete_genome_CDS_3043","shell","26","26"
"SRR15376152_complete_genome_CDS_2236","cloud","4","4"
"SRR3195852_complete_genome_CDS_4198","cloud","7","7"
"SRR3205742_complete_genome_CDS_5249","cloud","4","4"
"SRR15415621_complete_genome_CDS_5298","cloud","6","6"
"SRR15415621_complete_genome_CDS_5330","shell","21","21"
"SRR15415621_complete_genome_CDS_5362","cloud","6","6"
"SRR13160357_complete_genome_CDS_5306","cloud","5","5"
"SRR2914455_complete_genome_CDS_1025","cloud","7","7"
"SRR13160359_complete_genome_CDS_3299","shell","8","8"
"SRR15415574_complete_genome_CDS_4302","persistent","175","175"
"SRR15415574_complete_genome_CDS_5235","cloud","5","5"
"SRR6929634_complete_genome_CDS_5277","cloud","6","6"
"SRR10520171_complete_genome_CDS_0399","cloud","1","1"
"SRR14419379_complete_genome_CDS_1496","shell","8","8"
"SRR15415621_complete_genome_CDS_5299","cloud","6","6"
"SRR4301522_complete_genome_CDS_2691","cloud","7","7"
"SRR13160357_complete_genome_CDS_5307","cloud","5","5"
"SRR13160357_complete_genome_CDS_5371","cloud","1","1"
"SRR3205742_complete_genome_CDS_5283","cloud","6","6"
"SRR9994124_complete_genome_CDS_4250","cloud","1","1"
"SRR15376151_complete_genome_CDS_2330","cloud","6","6"
