genome	Unique	Distinct	Total	Max_count	rep_types	rep_frac_distinct	rep_frac_total
GCF_002058765.1_ASM205876v1	5124942	5224461	5445814	70	99519	0.019049	0.058921
GCF_002077195.1_ASM207719v1	4831305	4921840	5113473	79	90535	0.018395	0.055181
GCF_002078275.1_ASM207827v1	4060523	4087632	4165567	76	27109	0.006632	0.025217
GCF_002078295.1_ASM207829v1	4060575	4087693	4165763	76	27118	0.006634	0.025251
GCF_002079225.1_ASM207922v1	4464024	4501927	4617004	78	37903	0.008419	0.033134
GCF_002090355.1_ASM209035v1	4417197	4452179	4550791	78	34982	0.007857	0.029356
GCF_002105735.1_ASM210573v1	4724074	4782134	4926095	77	58060	0.012141	0.041010
GCF_002116715.2_ASM211671v2	4842065	4923807	5074770	45	81742	0.016601	0.045855
GCF_002118095.1_ASM211809v1	4390765	4447115	4567222	76	56350	0.012671	0.038636
GCF_002142675.1_ASM214267v1	5320936	5431293	5628424	30	110357	0.020319	0.054631
GCF_002142695.1_ASM214269v1	5057843	5117574	5256366	68	59731	0.011672	0.037768
GCF_002142715.1_ASM214271v1	5195843	5272704	5399993	43	76861	0.014577	0.037806
GCF_002156825.1_ASM215682v1	5102811	5229639	5517911	49	126828	0.024252	0.075228
GCF_002156845.1_ASM215684v1	5103956	5276574	5636698	49	172618	0.032714	0.094513
GCF_002157245.1_ASM215724v1	5000601	5045020	5147764	50	44419	0.008805	0.028588
GCF_002163655.1_ASM216365v1	4638250	4707801	4855440	41	69551	0.014774	0.044731
GCF_002163695.1_ASM216369v1	4607424	4658597	4759696	47	51173	0.010985	0.031992
GCF_002163935.1_ASM216393v1	4670447	4736073	4855498	53	65626	0.013857	0.038112
GCF_002164595.2_ASM216459v2	5159828	5232521	5388561	32	72693	0.013893	0.042448
GCF_002164635.4_ASM216463v4	5112715	5185504	5340257	32	72789	0.014037	0.042609
GCF_002164645.3_ASM216464v3	5167399	5237702	5391123	32	70303	0.013422	0.041499
GCF_002164865.2_ASM216486v2	4824887	4863047	4958782	54	38160	0.007847	0.027002
GCF_002164975.2_ASM216497v2	4769377	4812922	4913809	55	43545	0.009048	0.029393
GCF_002165095.2_ASM216509v2	5113906	5183301	5326012	48	69395	0.013388	0.039825
GCF_002165115.2_ASM216511v2	4885185	4935519	5052068	54	50334	0.010198	0.033033
GCF_002180055.1_ASM218005v1	4747699	4800410	4924796	77	52711	0.010981	0.035960
GCF_002180095.1_ASM218009v1	5205189	5282270	5435883	46	77081	0.014592	0.042439
GCF_002180135.1_ASM218013v1	4818160	4898244	5064073	77	80084	0.016350	0.048560
GCF_002180195.1_ASM218019v1	4944956	4987656	5103446	50	42700	0.008561	0.031055
GCF_002180215.1_ASM218021v1	4780958	4836238	4959281	77	55280	0.011430	0.035957
GCF_002180275.1_ASM218027v1	5150909	5201626	5321189	46	50717	0.009750	0.032000
GCF_002192275.1_ASM219227v1	4833822	4890341	5017265	69	56519	0.011557	0.036562
GCF_002192295.1_ASM219229v1	4882269	4942306	5078166	77	60037	0.012148	0.038576
GCF_002193095.1_ASM219309v1	4966926	5010870	5113201	50	43944	0.008770	0.028607
GCF_002196475.1_ASM219647v1	5228737	5305550	5457612	86	76813	0.014478	0.041937
GCF_002196495.1_ASM219649v1	5218313	5305797	5468823	79	87484	0.016488	0.045807
GCF_002201835.1_ASM220183v1	4875198	4935620	5085085	67	60422	0.012242	0.041275
GCF_002202175.1_ASM220217v1	5267504	5344826	5506002	49	77322	0.014467	0.043316
GCF_002208865.2_ASM220886v2	5177525	5329823	5686620	62	152298	0.028575	0.089525
GCF_002209105.2_ASM220910v2	5139513	5240743	5442394	49	101230	0.019316	0.055652
GCF_002211725.1_ASM221172v1	5054110	5159544	5466201	67	105434	0.020435	0.075389
GCF_002214205.1_ASM221420v1	5323679	5370476	5477221	36	46797	0.008714	0.028033
GCF_002214745.2_ASM221474v2	5022631	5127899	5321825	49	105268	0.020528	0.056220
GCF_002215095.1_ASM221509v1	4882611	4937186	5035215	68	54575	0.011054	0.030307
GCF_002220215.1_ASM222021v1	4764075	4814908	4914750	48	50833	0.010557	0.030658
GCF_002220265.1_ASM222026v1	5222534	5378972	5703113	61	156438	0.029083	0.084266
GCF_002237305.1_ASM223730v1	4781732	4807635	4859723	51	25903	0.005388	0.016048
GCF_002237325.1_ASM223732v1	4700726	4740488	4847461	44	39762	0.008388	0.030270
GCF_002246595.2_ASM224659v3	4766846	4828648	4985661	81	61802	0.012799	0.043889
GCF_002249955.1_ASM224995v1	5115494	5236955	5498061	61	121461	0.023193	0.069582
GCF_002269325.1_ASM226932v1	4700741	4765059	4965495	74	64318	0.013498	0.053319
GCF_002278115.2_ASM227811v2	5412931	5522289	5711571	52	109358	0.019803	0.052287
GCF_002285755.1_ASM228575v1	5095490	5137940	5221886	59	42450	0.008262	0.024205
GCF_002302315.1_ASM230231v1	4933334	5058201	5319404	44	124867	0.024686	0.072578
GCF_002302335.1_ASM230233v1	4951918	5035403	5207915	45	83485	0.016580	0.049155
GCF_002310555.1_ASM231055v1	4875650	4912956	5000641	68	37306	0.007593	0.024995
GCF_002310575.1_ASM231057v1	5005536	5050951	5135873	62	45415	0.008991	0.025378
GCF_002310595.1_ASM231059v1	5156612	5232079	5361192	26	75467	0.014424	0.038159
GCF_002310615.1_ASM231061v1	4876297	4909468	4986998	25	33171	0.006757	0.022198
GCF_002310635.1_ASM231063v1	4975423	5032864	5133706	58	57441	0.011413	0.030832
GCF_002310655.1_ASM231065v1	5071437	5164845	5319198	23	93408	0.018085	0.046579
GCF_002310675.1_ASM231067v1	4869006	4923463	5091164	77	54457	0.011061	0.043636
GCF_002310695.1_ASM231069v1	5095166	5181860	5309643	38	86694	0.016730	0.040394
GCF_002310715.1_ASM231071v1	4808730	4847563	4951511	79	38833	0.008011	0.028836
GCF_002310735.1_ASM231073v1	4748647	4796018	4919932	76	47371	0.009877	0.034815
GCF_002357875.1_ASM235787v1	5034587	5093365	5219895	30	58778	0.011540	0.035500
GCF_002357895.1_ASM235789v1	5081251	5153177	5295011	32	71926	0.013958	0.040370
GCF_002357915.1_ASM235791v1	5119981	5218527	5379559	53	98546	0.018884	0.048253
GCF_002393365.1_ASM239336v1	5124549	5251953	5475334	49	127404	0.024258	0.064066
GCF_002393465.1_ASM239346v1	5047711	5162365	5387335	49	114654	0.022210	0.063041
GCF_002494365.2_ASM249436v2	4949089	5048261	5256048	79	99172	0.019645	0.058401
GCF_002587005.1_ASM258700v1	4938838	4986337	5083193	38	47499	0.009526	0.028398
GCF_002589795.1_ASM258979v1	4942596	4995565	5121636	53	52969	0.010603	0.034958
GCF_002591135.1_ASM259113v1	5211394	5292547	5446733	29	81153	0.015333	0.043207
GCF_002716885.1_ASM271688v1	4852447	4911476	5030276	46	59029	0.012019	0.035352
GCF_002741175.1_ASM274117v1	4814560	4869382	5042846	74	54822	0.011259	0.045269
GCF_002741195.1_ASM274119v1	5040131	5139974	5384125	64	99843	0.019425	0.063890
GCF_002741215.1_ASM274121v1	4809565	4919236	5181105	78	109671	0.022294	0.071711
GCF_002741255.1_ASM274125v1	4909342	4983888	5145596	45	74546	0.014957	0.045914
GCF_002741295.1_ASM274129v1	4847915	4923251	5117841	74	75336	0.015302	0.052742
GCF_002741315.1_ASM274131v1	4797697	4864094	5078302	74	66397	0.013650	0.055256
GCF_002741335.1_ASM274133v1	4671637	4730106	4898525	65	58469	0.012361	0.046318
GCF_002741355.1_ASM274135v1	4999129	5078250	5254367	44	79121	0.015580	0.048576
GCF_002741435.1_ASM274143v1	5038596	5094540	5222199	79	55944	0.010981	0.035158
GCF_002741455.1_ASM274145v1	4940925	4994765	5130585	52	53840	0.010779	0.036967
GCF_002741475.1_ASM274147v1	4784152	4841469	4952139	49	57317	0.011839	0.033922
GCF_002741495.1_ASM274149v1	4974462	5034689	5157090	75	60227	0.011962	0.035413
GCF_002741515.1_ASM274151v1	4779596	4842308	5011231	64	62712	0.012951	0.046223
GCF_002741535.1_ASM274153v1	5025411	5076990	5192096	79	51579	0.010159	0.032104
GCF_002741555.1_ASM274155v1	4834912	4895945	5020654	75	61033	0.012466	0.036996
GCF_002741575.1_ASM274157v1	4703539	4763726	4916851	62	60187	0.012634	0.043384
GCF_002741595.1_ASM274159v1	5027476	5120951	5307703	48	93475	0.018253	0.052796
GCF_002761835.1_ASM276183v1	4438804	4476397	4592867	78	37593	0.008398	0.033544
GCF_002763515.2_ASM276351v3	4964960	5034937	5194398	44	69977	0.013898	0.044170
GCF_002763995.1_ASM276399v1	5143704	5202590	5313840	47	58886	0.011319	0.032018
GCF_002764015.1_ASM276401v1	5143750	5202624	5313837	47	58874	0.011316	0.032008
GCF_002786655.1_ASM278665v1	4908156	5006285	5197217	80	98129	0.019601	0.055618
GCF_002787215.1_ASM278721v1	5094490	5184065	5354195	31	89575	0.017279	0.048505
GCF_002787315.1_ASM278731v1	4858775	4912129	5045641	79	53354	0.010862	0.037035
GCF_002787545.1_ASM278754v1	4907803	5005094	5258338	80	97291	0.019438	0.066663
GCF_002787645.1_ASM278764v1	4984423	5022396	5110065	32	37973	0.007561	0.024587
GCF_002787935.1_ASM278793v1	5151024	5244909	5416862	44	93885	0.017900	0.049076
GCF_002788115.1_ASM278811v1	5114612	5209474	5384132	31	94862	0.018210	0.050058
GCF_002788295.1_ASM278829v1	4952897	5015136	5172800	79	62239	0.012410	0.042511
GCF_002796445.1_ASM279644v1	4571094	4610612	4720617	48	39518	0.008571	0.031674
GCF_002796585.1_ASM279658v1	4878288	4983790	5139429	55	105502	0.021169	0.050811
GCF_002803805.1_ASM280380v2	4810038	4921379	5262637	123	111341	0.022624	0.086002
GCF_002803905.1_ASM280390v1	4779311	4827005	4936553	55	47694	0.009881	0.031853
GCF_002811555.3_ASM281155v3	5160886	5221434	5351061	55	60548	0.011596	0.035540
GCF_002812545.1_ASM281254v1	4619602	4666374	4792382	65	46772	0.010023	0.036053
GCF_002843685.1_ASM284368v1	4514430	4548473	4643539	82	34043	0.007484	0.027804
GCF_002844165.1_ASM284416v1	4980988	5122639	5479431	57	141651	0.027652	0.090966
GCF_002844685.1_ASM284468v1	5102705	5240310	5433579	59	137605	0.026259	0.060894
GCF_002846135.1_ASM284613v1	5244675	5370624	5595359	48	125949	0.023451	0.062674
GCF_002848225.1_ASM284822v1	4432883	4484091	4605426	76	51208	0.011420	0.037465
GCF_002850675.4_ASM285067v5	4859746	4937436	5120793	68	77690	0.015735	0.050978
GCF_002853655.1_ASM285365v1	5060819	5184118	5464239	81	123299	0.023784	0.073829
GCF_002853715.1_ASM285371v1	4970155	5026959	5145822	52	56804	0.011300	0.034138
GCF_002853805.1_ASM285380v1	5350491	5434627	5593965	56	84136	0.015481	0.043524
GCF_002853965.1_ASM285396v1	4970371	5082623	5315631	44	112252	0.022085	0.064952
GCF_002854065.1_ASM285406v1	4929976	5003836	5211684	78	73860	0.014761	0.054053
GCF_002855325.1_ASM285532v1	4956952	5073076	5335252	78	116124	0.022890	0.070906
GCF_002855415.1_ASM285541v1	4944039	5052933	5310072	79	108894	0.021551	0.068932
GCF_002859105.1_ASM285910v1	5012941	5095938	5270877	49	82997	0.016287	0.048936
GCF_002860085.1_ASM286008v1	5194738	5290353	5464148	48	95615	0.018073	0.049305
GCF_002860105.1_ASM286010v1	5031778	5100181	5255968	77	68403	0.013412	0.042654
GCF_002863665.1_ASM286366v1	4888786	5023281	5411623	54	134495	0.026774	0.096614
GCF_002863685.1_ASM286368v1	4899434	5049093	5446976	54	149659	0.029641	0.100522
GCF_002863845.1_ASM286384v1	4916157	4996628	5157939	60	80471	0.016105	0.046876
GCF_002863885.1_ASM286388v1	4882809	4993330	5277661	49	110521	0.022134	0.074816
GCF_002870165.1_ASM287016v1	4821752	4882902	5029665	77	61150	0.012523	0.041337
GCF_002879975.1_ASM287997v1	4647332	4737903	4918754	83	90571	0.019116	0.055181
GCF_002887715.1_ASM288771v1	4638481	4780389	5033194	54	141908	0.029685	0.078422
GCF_002893905.2_ASM289390v2	4898909	4969971	5104932	57	71062	0.014298	0.040358
GCF_002899475.1_ASM289947v1	4699243	4736397	4833042	48	37154	0.007844	0.027684
GCF_002899495.1_ASM289949v1	4419217	4451600	4544626	79	32383	0.007274	0.027595
GCF_002899515.1_ASM289951v1	4495429	4529170	4624948	81	33741	0.007450	0.028004
GCF_002899535.1_ASM289953v1	4510102	4543847	4639653	81	33745	0.007427	0.027923
GCF_002900305.1_ASM290030v1	4793180	4914642	5116014	52	121462	0.024714	0.063103
GCF_002903125.1_ASM290312v1	4850732	4918946	5067975	77	68214	0.013868	0.042866
GCF_002925525.1_YDC107	5264419	5371019	5579760	30	106600	0.019847	0.056515
GCF_002934025.1_ASM293402v1	4327149	4359565	4456652	76	32416	0.007436	0.029058
GCF_002934895.1_ASM293489v1	5385562	5500490	5788859	61	114928	0.020894	0.069668
GCF_002944935.1_ASM294493v1	4834473	4905134	5022072	44	70661	0.014406	0.037355
GCF_002945135.3_ASM294513v3	4888432	4990373	5187032	76	101941	0.020428	0.057567
GCF_002946715.1_ASM294671v1	5478785	5635296	5887330	25	156511	0.027773	0.069394
GCF_002948655.1_ASM294865v1	4905176	4958608	5077165	24	53432	0.010776	0.033875
GCF_002951655.1_ASM295165v1	4917844	5120950	5444114	53	203106	0.039662	0.096668
GCF_002951675.1_ASM295167v1	5026320	5115443	5273439	62	89123	0.017422	0.046861
GCF_002951695.1_ASM295169v1	4739470	4875133	5085348	77	135663	0.027828	0.068015
GCF_002951715.1_ASM295171v1	5008485	5145017	5386579	45	136532	0.026537	0.070192
GCF_002951735.1_ASM295173v1	4734602	4859546	5129499	77	124944	0.025711	0.076985
GCF_002951755.1_ASM295175v1	4587187	4687893	4901555	43	100706	0.021482	0.064136
GCF_002951775.1_ASM295177v1	4885273	5046772	5378171	79	161499	0.032000	0.091648
GCF_002951795.1_ASM295179v1	4730070	4799404	4938536	46	69334	0.014446	0.042212
GCF_002951855.1_ASM295185v1	4738822	4768006	4844837	52	29184	0.006121	0.021882
GCF_002952095.1_ASM295209v1	5293163	5409503	5592399	68	116340	0.021507	0.053508
GCF_002952695.1_ASM295269v1	4776612	4872011	5052867	48	95399	0.019581	0.054673
GCF_002952855.1_ASM295285v1	4517079	4552262	4651823	81	35183	0.007729	0.028966
GCF_002952875.1_ASM295287v1	4517105	4552285	4651828	81	35180	0.007728	0.028961
GCF_002952895.1_ASM295289v1	4517050	4552251	4651773	81	35201	0.007733	0.028962
GCF_002952915.1_ASM295291v1	4517085	4552268	4651829	81	35183	0.007729	0.028966
GCF_002952935.1_ASM295293v1	4517106	4552289	4651829	81	35183	0.007729	0.028961
GCF_002952955.1_ASM295295v1	4517126	4552306	4651828	81	35180	0.007728	0.028957
GCF_002952995.1_ASM295299v1	4517099	4552282	4651822	81	35183	0.007729	0.028961
GCF_002953015.1_ASM295301v1	4517104	4552284	4651827	81	35180	0.007728	0.028961
GCF_002953035.1_ASM295303v1	4517100	4552283	4651823	81	35183	0.007729	0.028961
GCF_002953055.1_ASM295305v1	4517048	4552267	4651828	81	35219	0.007737	0.028974
GCF_002953075.1_ASM295307v1	4517105	4552285	4651828	81	35180	0.007728	0.028961
GCF_002953095.1_ASM295309v1	4517043	4552247	4651829	81	35204	0.007733	0.028975
GCF_002953435.1_ASM295343v1	5319887	5405966	5554136	46	86079	0.015923	0.042176
GCF_002953455.1_ASM295345v1	4909631	4971529	5104184	54	61898	0.012450	0.038116
GCF_002953755.1_ASM295375v1	4517085	4552268	4651829	81	35183	0.007729	0.028966
GCF_002953775.1_ASM295377v1	4517120	4552300	4651822	81	35180	0.007728	0.028957
GCF_002953795.1_ASM295379v1	4517064	4552247	4651829	81	35183	0.007729	0.028970
GCF_002953815.1_ASM295381v1	4517085	4552268	4651829	81	35183	0.007729	0.028966
GCF_002953835.1_ASM295383v1	4517132	4552302	4651829	81	35170	0.007726	0.028956
GCF_002953855.1_ASM295385v1	4517105	4552285	4651828	81	35180	0.007728	0.028961
GCF_002953875.1_ASM295387v1	4517022	4552205	4651745	81	35183	0.007729	0.028962
GCF_002953895.1_ASM295389v1	4517135	4552315	4651837	81	35180	0.007728	0.028957
GCF_002966755.1_ASM296675v1	4565521	4608971	4683755	35	43450	0.009427	0.025243
GCF_002967855.2_ASM296785v2	4685484	4744873	4876218	77	59389	0.012516	0.039115
GCF_002967875.2_ASM296787v2	5113380	5181232	5325333	34	67852	0.013096	0.039801
GCF_002967885.2_ASM296788v2	4682129	4736777	4854384	77	54648	0.011537	0.035484
GCF_002967935.2_ASM296793v2	4685856	4745086	4879639	77	59230	0.012482	0.039713
GCF_002967955.2_ASM296795v2	4674674	4730190	4848090	77	55516	0.011737	0.035770
GCF_002967975.2_ASM296797v2	4685088	4744667	4878699	77	59579	0.012557	0.039685
GCF_002968715.1_ASM296871v1	4663574	4751026	4919541	80	87452	0.018407	0.052031
GCF_002968735.1_ASM296873v1	5217836	5312616	5487755	30	94780	0.017841	0.049186
GCF_002968935.1_ASM296893v1	4771612	4874783	5063999	45	103171	0.021164	0.057738
GCF_002983645.1_ASM298364v1	5122904	5260359	5501045	49	137455	0.026130	0.068740
GCF_002993265.1_ASM299326v1	4473553	4507757	4607940	74	34204	0.007588	0.029164
GCF_002996665.1_ASM299666v1	4936411	4996100	5106528	45	59689	0.011947	0.033314
GCF_002996945.1_ASM299694v1	5005426	5117142	5296296	44	111716	0.021832	0.054920
GCF_002999075.1_ASM299907v1	4793267	4865730	5022589	45	72463	0.014893	0.045658
GCF_003013205.1_ASM301320v1	4517386	4561014	4726410	86	43628	0.009565	0.044225
GCF_003017375.1_ASM301737v1	5128325	5280579	5594253	45	152254	0.028833	0.083287
GCF_003017455.1_ASM301745v1	5023813	5141368	5434151	49	117555	0.022865	0.075511
GCF_003017555.1_ASM301755v1	5065835	5203865	5521770	49	138030	0.026525	0.082570
GCF_003017615.1_ASM301761v1	4872875	4943556	5082446	51	70681	0.014298	0.041234
GCF_003017765.1_ASM301776v1	5173447	5317311	5553828	51	143864	0.027056	0.068490
GCF_003017805.1_ASM301780v1	4890388	4997761	5303456	53	107373	0.021484	0.077887
GCF_003017915.1_ASM301791v1	5083875	5254122	5690079	58	170247	0.032403	0.106537
GCF_003017935.1_ASM301793v1	5049239	5184347	5470735	70	135108	0.026061	0.077046
GCF_003017975.1_ASM301797v1	4972985	5091466	5388419	49	118481	0.023271	0.077098
GCF_003017995.1_ASM301799v1	5061145	5130930	5251717	46	69785	0.013601	0.036288
GCF_003018035.1_ASM301803v1	5273299	5454036	5901432	55	180737	0.033138	0.106437
GCF_003018055.1_ASM301805v1	5152626	5361789	5823228	59	209163	0.039010	0.115160
GCF_003018075.1_ASM301807v1	4837118	4951508	5270334	53	114390	0.023102	0.082199
GCF_003018095.1_ASM301809v1	4836306	4877965	4958585	56	41659	0.008540	0.024660
GCF_003018115.1_ASM301811v1	4922685	4989200	5109510	77	66515	0.013332	0.036564
GCF_003018135.1_ASM301813v1	5143441	5335681	5753178	54	192240	0.036029	0.105983
GCF_003018155.1_ASM301815v1	4970076	5098462	5398011	53	128386	0.025181	0.079276
GCF_003018195.1_ASM301819v1	4994720	5058900	5191404	47	64180	0.012687	0.037886
GCF_003018215.1_ASM301821v1	4841838	4925574	5077007	44	83736	0.017000	0.046320
GCF_003018235.1_ASM301823v1	5023357	5079523	5194589	18	56166	0.011057	0.032964
GCF_003018255.1_ASM301825v1	4919891	4971684	5066340	51	51793	0.010418	0.028906
GCF_003018275.1_ASM301827v1	4936003	5064734	5285684	44	128731	0.025417	0.066156
GCF_003018315.1_ASM301831v1	5136621	5308660	5746054	57	172039	0.032407	0.106061
GCF_003018335.1_ASM301833v1	4986387	5072891	5203350	54	86504	0.017052	0.041697
GCF_003018355.1_ASM301835v1	4870028	4984369	5158515	51	114341	0.022940	0.055924
GCF_003018375.1_ASM301837v1	4852619	4965475	5293629	59	112856	0.022728	0.083310
GCF_003018395.1_ASM301839v1	4886762	5018733	5353664	56	131971	0.026296	0.087212
GCF_003018455.1_ASM301845v1	5376598	5645772	6156103	55	269174	0.047677	0.126623
GCF_003018475.1_ASM301847v1	4810190	4870013	4999688	50	59823	0.012284	0.037902
GCF_003018495.1_ASM301849v1	5052608	5197911	5501457	47	145303	0.027954	0.081587
GCF_003018535.1_ASM301853v1	5187584	5315119	5634425	49	127535	0.023995	0.079306
GCF_003018555.1_ASM301855v1	5159424	5334007	5734120	52	174583	0.032730	0.100224
GCF_003018575.1_ASM301857v1	5152396	5345070	5768727	55	192674	0.036047	0.106840
GCF_003018615.1_ASM301861v1	4873072	5009896	5272266	90	136824	0.027311	0.075716
GCF_003018655.1_ASM301865v1	4922945	4994751	5167931	50	71806	0.014376	0.047405
GCF_003018695.1_ASM301869v1	4976742	5118975	5470174	57	142233	0.027785	0.090204
GCF_003018715.1_ASM301871v1	5123233	5286052	5687385	55	162819	0.030802	0.099194
GCF_003018755.1_ASM301875v1	4959359	5034999	5171533	51	75640	0.015023	0.041027
GCF_003018775.1_ASM301877v1	4979072	5144747	5539614	57	165675	0.032203	0.101188
GCF_003018795.1_ASM301879v1	5133518	5307566	5725736	55	174048	0.032792	0.103431
GCF_003018815.1_ASM301881v1	5196003	5366885	5680349	81	170882	0.031840	0.085267
GCF_003018855.1_ASM301885v1	4967304	5021670	5114602	50	54366	0.010826	0.028800
GCF_003018875.1_ASM301887v1	5176034	5336285	5681857	62	160251	0.030030	0.089024
GCF_003018895.1_ASM301889v1	5116999	5288220	5700395	55	171221	0.032378	0.102343
GCF_003018915.1_ASM301891v1	5019181	5172391	5508048	42	153210	0.029621	0.088755
GCF_003018935.1_ASM301893v1	4973866	5117669	5483709	57	143803	0.028099	0.092974
GCF_003018995.1_ASM301899v1	4992347	5111164	5385496	64	118817	0.023247	0.073001
GCF_003019035.1_ASM301903v1	5170433	5234211	5339428	27	63778	0.012185	0.031650
GCF_003019055.1_ASM301905v1	5025800	5162892	5491799	56	137092	0.026553	0.084854
GCF_003019075.1_ASM301907v1	4911410	5025248	5327919	53	113838	0.022653	0.078175
GCF_003019095.1_ASM301909v1	4925350	4977690	5095203	52	52340	0.010515	0.033336
GCF_003019115.1_ASM301911v1	4815801	4870948	4972191	52	55147	0.011322	0.031453
GCF_003019155.1_ASM301915v1	4991890	5174768	5587456	53	182878	0.035340	0.106590
GCF_003019175.1_ASM301917v1	5044042	5208600	5605258	58	164558	0.031594	0.100123
GCF_003019215.1_ASM301921v1	5029101	5199407	5555956	47	170306	0.032755	0.094827
GCF_003020885.1_ASM302088v1	5072792	5153897	5292447	49	81105	0.015737	0.041503
GCF_003030025.1_ASM303002v1	4768754	4822740	4967435	77	53986	0.011194	0.039997
GCF_003030245.1_ASM303024v1	4985086	5066567	5241529	32	81481	0.016082	0.048925
GCF_003030365.1_ASM303036v1	4835911	4903761	5063042	70	67850	0.013836	0.044861
GCF_003031225.1_ASM303122v1	4648931	4689027	4774480	79	40096	0.008551	0.026296
GCF_003031735.1_ASM303173v1	5136792	5223378	5382471	44	86586	0.016577	0.045644
GCF_003031775.1_ASM303177v1	4955986	5019704	5162127	77	63718	0.012694	0.039933
GCF_003031795.1_ASM303179v1	5142551	5247674	5440749	32	105123	0.020032	0.054808
GCF_003031815.1_ASM303181v1	5110545	5177479	5305642	55	66934	0.012928	0.036772
GCF_003033905.1_ASM303390v1	4671299	4729256	4860695	81	57957	0.012255	0.038965
